,Point,Assist,Rebound,Turnover,Start Ratio,MP,FGA,FGP,3PA,3PP,FTA,FTP,Steal,Block,Height,Weight,Position,College Name,Pick
628,13.6,1.1,10.7,1.6,0.9861111111111112,26.6,9.6,0.568,0.0,0.0,4.3,0.614,1.6,1.0,201.0,120.0,Forward,Pitt,37.0
629,13.8,1.0,9.8,2.1,0.9847328244274809,28.7,10.3,0.534,0.0,0.0,4.6,0.612,0.8,0.1,201.0,115.0,Forward,Washington,38.0
630,10.3,1.5,5.6,1.6,0.6792452830188679,25.0,6.5,0.573,1.2,0.415,3.3,0.718,0.7,0.8,203.0,102.0,Forward,Xavier,40.0
631,15.4,1.6,3.0,1.8,0.5185185185185185,27.7,10.9,0.436,5.7,0.386,4.1,0.89,1.1,0.1,196.0,94.0,Guard,Kentucky,41.0
632,13.0,2.8,5.5,2.0,0.9571428571428572,34.1,9.7,0.42,5.2,0.382,3.9,0.73,1.5,0.4,185.0,81.0,Guard,Arkansas,42.0
633,20.4,1.8,5.5,2.0,0.9848484848484849,32.7,15.6,0.455,6.7,0.382,4.8,0.771,1.5,0.3,193.0,92.0,Guard,LSU,43.0
634,17.0,2.8,5.8,2.1,1.0,35.4,12.8,0.469,5.0,0.383,4.0,0.782,1.3,0.4,201.0,98.0,Forward,Arizona,44.0
635,16.3,6.3,5.3,3.1,0.9861111111111112,33.0,11.6,0.455,4.8,0.38,5.4,0.715,1.8,0.1,198.0,87.0,Guard,Florida,45.0
636,9.4,1.8,4.1,1.4,0.2689655172413793,19.9,7.4,0.455,3.4,0.375,1.6,0.845,1.1,1.1,196.0,95.0,Forward,UNC,46.0
637,6.6,1.0,4.8,1.4,0.6046511627906976,22.3,4.9,0.468,0.5,0.22,2.6,0.721,0.9,0.8,201.0,107.0,Forward,Oklahoma,48.0
638,8.1,1.6,6.6,1.8,0.6791044776119403,24.0,6.2,0.521,0.5,0.348,1.8,0.753,0.8,0.7,208.0,111.0,Center,Michigan State,50.0
639,13.0,4.7,3.4,2.4,0.9191919191919192,29.4,10.5,0.413,4.4,0.365,3.7,0.722,1.1,0.1,188.0,82.0,Guard,UConn,52.0
640,5.1,0.2,4.4,1.1,0.3333333333333333,13.8,3.1,0.633,0.0,0.0,2.0,0.578,0.2,0.9,208.0,106.0,Center,Texas A&M,59.0
641,9.3,1.0,6.5,1.7,0.75,25.0,7.1,0.466,1.1,0.312,3.4,0.692,1.0,1.5,206.0,99.0,Forward,Memphis,60.0
642,16.6,6.5,4.3,4.0,1.0,34.8,11.8,0.461,3.1,0.325,6.3,0.754,1.8,0.5,193.0,88.0,Guard,Kentucky,1.0
643,15.0,4.1,6.8,3.5,0.9306930693069307,32.8,10.6,0.502,1.5,0.362,5.0,0.758,1.6,0.7,201.0,95.0,Guard,Ohio State,2.0
644,12.4,1.0,8.4,2.5,0.9722222222222222,27.5,8.1,0.611,0.0,0.0,4.0,0.629,0.9,2.1,208.0,111.0,Forward,Georgia Tech,3.0
645,15.1,1.0,9.8,2.1,0.9736842105263158,23.5,9.7,0.558,0.2,0.167,7.1,0.604,1.0,1.8,211.0,122.0,Forward,Kentucky,5.0
646,14.5,3.2,8.2,2.9,1.0,32.6,9.8,0.543,0.5,0.273,5.5,0.677,1.5,1.5,211.0,112.0,Center,Georgetown,7.0
647,14.4,1.4,9.4,2.9,0.967741935483871,30.1,10.6,0.476,1.7,0.238,5.7,0.687,1.2,1.3,206.0,97.0,Forward,Wake Forest,8.0
648,14.4,1.8,7.4,2.0,1.0,33.1,9.2,0.47,4.6,0.369,4.9,0.824,1.3,0.9,203.0,93.0,Forward,Butler,9.0
649,15.5,2.4,6.7,2.7,1.0,33.9,11.4,0.447,4.9,0.396,4.2,0.803,2.0,0.9,201.0,95.0,Forward,Fresno State,10.0
650,9.4,0.6,7.7,1.2,0.6396396396396397,21.0,6.1,0.574,0.0,0.0,3.2,0.729,0.5,2.3,211.0,111.0,Center,Kansas,11.0
651,13.4,1.5,4.4,1.9,1.0,27.5,9.8,0.458,4.6,0.418,3.2,0.783,1.5,0.5,198.0,99.0,Guard,Kansas,12.0
652,9.2,0.7,7.7,1.4,0.4098360655737705,22.2,6.3,0.548,0.0,0.0,3.7,0.623,0.4,2.1,208.0,102.0,Forward,UNC,13.0
653,16.1,1.5,8.2,1.6,1.0,34.0,10.9,0.585,0.8,0.329,4.3,0.734,0.7,1.6,206.0,106.0,Forward,Kentucky,14.0
654,10.3,0.5,7.7,1.5,0.8118811881188119,23.5,7.9,0.52,0.2,0.25,3.6,0.577,0.6,2.7,208.0,106.0,Forward,VCU,15.0
655,19.4,1.8,8.1,2.1,1.0,34.9,13.6,0.48,2.6,0.421,5.8,0.893,0.9,0.8,206.0,102.0,Forward,Nevada,16.0
656,11.3,2.9,3.1,3.0,0.9459459459459459,30.3,8.4,0.462,3.5,0.383,3.3,0.667,1.4,0.3,185.0,86.0,Guard,Kentucky,18.0
657,11.6,2.1,2.9,1.5,0.9411764705882353,29.5,10.8,0.432,3.3,0.375,1.9,0.545,1.3,0.5,188.0,81.0,Guard,Texas,19.0
658,17.9,1.6,5.1,2.1,0.9801980198019802,32.8,12.6,0.46,5.9,0.375,5.2,0.797,1.1,0.6,198.0,95.0,Guard,Oklahoma State,20.0
659,16.0,1.6,7.7,2.0,0.9895833333333334,31.8,13.4,0.445,2.5,0.292,4.7,0.726,0.5,1.0,208.0,104.0,Forward,Iowa State,21.0
660,12.9,1.7,7.9,1.9,1.0,28.4,9.2,0.559,0.5,0.324,3.9,0.624,1.1,1.9,201.0,108.0,Forward,Clemson,23.0
661,13.5,1.1,9.3,1.8,0.9859154929577465,29.3,10.4,0.479,2.0,0.364,4.4,0.64,1.0,1.1,201.0,102.0,Forward,Texas,24.0
662,18.9,3.5,5.4,2.6,0.9894736842105263,36.5,14.1,0.442,5.2,0.323,6.5,0.737,1.5,0.4,193.0,92.0,Guard,South Florida,25.0
663,13.1,1.7,5.6,1.9,0.75,27.3,9.5,0.503,1.2,0.327,4.1,0.768,0.8,0.3,201.0,97.0,Forward,Washington,26.0
664,16.0,5.7,4.8,3.3,0.9044117647058824,33.6,13.0,0.425,5.1,0.329,3.9,0.828,1.4,0.3,198.0,90.0,Guard,Maryland,28.0
665,3.4,0.4,3.3,1.0,0.0,13.2,2.4,0.527,0.1,0.0,1.7,0.524,0.6,1.4,211.0,115.0,Forward,Kentucky,29.0
666,13.5,0.9,6.6,1.7,0.855072463768116,26.4,10.7,0.452,3.4,0.357,3.3,0.789,1.1,0.3,198.0,102.0,Forward,Marquette,30.0
667,6.6,0.3,3.9,1.1,0.44029850746268656,12.2,4.0,0.623,0.0,0.0,2.6,0.601,0.2,0.9,208.0,131.0,Center,Texas,32.0
668,13.1,0.3,8.9,1.9,0.6764705882352942,26.1,9.4,0.524,0.1,0.6,5.5,0.588,0.6,5.4,213.0,106.0,Center,Marshall,33.0
669,14.3,4.4,3.7,2.7,0.9801980198019802,32.7,11.6,0.467,2.4,0.289,3.7,0.75,0.8,0.2,190.0,88.0,Guard,Nevada,34.0
670,14.5,1.9,4.0,1.5,0.8333333333333334,30.8,12.3,0.429,5.4,0.347,3.0,0.68,0.8,0.2,196.0,96.0,Guard,Ole Miss,36.0
671,15.9,4.6,9.3,3.0,1.0,33.6,12.5,0.44,3.1,0.361,5.7,0.653,1.3,0.4,201.0,92.0,Forward,New Mexico,37.0
672,8.8,2.7,2.6,1.7,0.5118110236220472,24.4,7.1,0.396,5.9,0.374,1.2,0.763,1.4,0.2,196.0,88.0,Guard,Syracuse,38.0
673,10.8,1.6,5.0,1.5,0.5038759689922481,23.6,8.4,0.463,2.3,0.342,3.3,0.676,0.9,0.4,201.0,97.0,Guard,Stanford,39.0
674,12.3,2.5,5.4,2.4,0.9411764705882353,28.2,10.8,0.44,2.1,0.219,3.5,0.664,0.9,0.2,196.0,95.0,Forward,Cincinnati,40.0
675,10.0,0.6,7.8,1.4,0.8439716312056738,25.5,6.6,0.589,0.0,0.25,3.6,0.595,0.5,4.0,206.0,104.0,Forward,Mississippi State,41.0
676,14.3,1.9,5.5,1.7,0.7534246575342466,30.8,11.3,0.448,4.0,0.353,3.8,0.732,1.1,0.2,201.0,104.0,Forward,West Virginia,42.0
677,11.2,2.6,7.9,2.1,0.9420289855072463,32.1,8.6,0.463,1.0,0.114,4.2,0.736,0.9,0.7,206.0,97.0,Forward,West Virginia,43.0
678,11.3,0.8,7.4,2.0,0.8947368421052632,24.2,7.2,0.567,0.0,0.0,4.5,0.696,0.4,2.5,213.0,113.0,Center,Tulsa,44.0
679,11.8,0.4,7.2,2.1,0.9191919191919192,24.3,8.2,0.548,0.0,0.0,5.0,0.552,0.6,1.3,206.0,106.0,Forward,Georgia Tech,46.0
680,10.3,0.8,7.9,2.3,0.7,24.0,7.4,0.547,0.6,0.235,3.0,0.697,0.7,0.8,206.0,136.0,Forward,Oklahoma,47.0
681,9.1,0.4,5.4,1.7,0.8831168831168831,22.0,6.6,0.534,0.0,0.0,2.9,0.745,0.5,2.1,216.0,113.0,Center,Florida State,50.0
682,19.2,1.6,9.5,1.8,0.8372093023255814,29.2,15.3,0.476,1.0,0.326,5.6,0.782,0.8,0.7,203.0,111.0,Forward,Notre Dame,52.0
683,15.2,3.5,2.6,2.8,0.9298245614035088,31.7,10.6,0.459,4.9,0.35,4.8,0.788,1.1,0.1,193.0,90.0,Guard,Oklahoma,54.0
684,7.9,0.5,5.9,1.0,0.9701492537313433,23.5,5.0,0.639,0.2,0.364,2.2,0.684,0.6,1.7,206.0,88.0,Forward,Western Kentucky,55.0
685,5.0,0.7,3.9,1.6,0.5238095238095238,20.2,3.8,0.495,0.0,1.0,2.0,0.604,0.5,0.6,203.0,106.0,Forward,Florida State,57.0
686,9.8,1.0,6.2,1.7,0.8174603174603174,26.2,8.0,0.485,1.7,0.351,2.2,0.646,0.6,1.0,206.0,95.0,Forward,UConn,59.0
687,9.9,0.9,7.0,1.8,0.7857142857142857,23.6,6.5,0.565,0.0,0.0,4.5,0.563,0.7,0.7,203.0,109.0,Forward,Miami (FL),60.0
688,17.5,4.3,3.4,2.5,0.7272727272727273,27.5,9.5,0.529,3.5,0.462,6.5,0.901,1.5,0.5,188.0,81.0,Guard,Duke,1.0
689,17.8,0.9,7.7,2.3,0.9855072463768116,29.2,9.6,0.586,1.3,0.511,8.2,0.719,0.8,0.7,203.0,106.0,Forward,Arizona,2.0
690,13.1,1.3,7.8,1.8,0.9444444444444444,30.7,8.8,0.546,0.0,0.0,7.3,0.487,0.9,2.4,203.0,102.0,Forward,Texas,4.0
691,17.3,4.2,4.0,3.2,1.0,35.9,13.5,0.423,6.1,0.377,4.5,0.795,0.7,0.2,190.0,83.0,Guard,Kentucky,8.0
692,16.1,4.1,4.4,2.3,0.6936936936936937,32.9,12.2,0.428,3.5,0.326,5.8,0.783,1.7,0.3,185.0,78.0,Guard,UConn,9.0
693,18.7,3.7,2.6,2.5,0.7338129496402878,29.6,13.3,0.455,5.4,0.394,5.1,0.882,1.2,0.1,188.0,88.0,Guard,BYU,10.0
694,17.9,2.6,4.8,2.9,0.9795918367346939,34.4,14.4,0.424,6.3,0.39,3.9,0.827,1.3,0.8,198.0,90.0,Guard,Washington State,11.0
695,19.0,2.4,5.8,2.3,0.9852941176470589,30.9,12.6,0.495,2.2,0.313,7.3,0.804,1.1,0.4,198.0,88.0,Guard,Colorado,12.0
696,8.5,1.2,6.1,1.6,0.3944954128440367,19.3,5.7,0.553,0.9,0.404,2.9,0.653,0.6,0.9,208.0,111.0,Center,Kansas,13.0
697,12.6,1.3,6.2,1.6,0.8256880733944955,24.0,8.4,0.555,1.1,0.358,4.3,0.66,0.9,0.4,206.0,106.0,Forward,Kansas,14.0
698,14.1,2.2,10.2,2.2,0.9857142857142858,31.9,12.0,0.449,2.3,0.25,3.7,0.744,1.4,0.6,201.0,102.0,Forward,San Diego State,15.0
699,11.1,1.1,8.0,1.5,0.7701149425287356,27.7,8.3,0.509,1.4,0.303,2.9,0.746,0.5,1.1,208.0,99.0,Forward,USC,16.0
700,12.7,4.2,4.5,3.0,0.9891304347826086,31.3,10.6,0.396,4.0,0.305,4.1,0.738,2.3,0.2,196.0,96.0,Guard,Georgia Tech,17.0
701,10.3,1.5,6.2,2.4,0.9578947368421052,29.1,8.4,0.419,3.3,0.33,3.5,0.592,1.9,1.4,206.0,99.0,Forward,Florida State,18.0
702,15.3,1.3,7.3,1.8,0.9705882352941176,29.2,11.8,0.46,2.2,0.303,5.0,0.753,0.7,0.9,203.0,102.0,Forward,Tennessee,19.0
703,13.4,2.8,2.8,2.0,0.6783216783216783,26.9,10.4,0.448,3.2,0.368,3.6,0.8,1.0,0.1,188.0,83.0,Guard,Duke,21.0
704,12.7,3.5,4.4,2.1,0.5252525252525253,28.0,9.9,0.465,3.5,0.351,3.0,0.753,0.8,0.5,190.0,94.0,Guard,Boston College,24.0
705,14.4,1.5,4.3,1.8,0.49557522123893805,25.3,11.2,0.464,4.2,0.333,3.6,0.739,1.1,0.7,196.0,90.0,Guard,Providence,25.0
706,14.5,1.8,5.7,1.8,0.5142857142857142,26.2,12.2,0.43,5.6,0.377,2.7,0.71,0.8,0.5,201.0,99.0,Guard,Texas,26.0
707,13.7,0.7,6.1,1.3,0.85,27.5,10.1,0.501,0.4,0.25,4.7,0.743,0.7,1.9,208.0,100.0,Forward,Purdue,27.0
708,10.4,3.0,3.6,1.5,1.0,32.4,8.9,0.422,3.5,0.413,2.0,0.699,1.0,0.3,190.0,83.0,Guard,Texas,29.0
709,12.0,1.7,5.5,1.0,0.6509433962264151,29.6,7.2,0.508,0.9,0.383,5.6,0.773,1.1,0.5,201.0,99.0,Guard,Marquette,30.0
710,10.6,0.7,4.8,1.3,0.7007299270072993,22.9,8.1,0.483,3.4,0.382,2.1,0.711,0.6,0.8,208.0,102.0,Forward,Richmond,32.0
711,16.2,2.0,6.9,2.1,0.9932432432432432,33.0,12.7,0.433,5.0,0.363,4.3,0.773,1.1,0.7,203.0,104.0,Forward,Duke,33.0
712,14.1,3.3,4.2,2.2,0.9907407407407407,31.2,11.4,0.419,5.6,0.357,3.4,0.755,1.1,0.1,190.0,97.0,Guard,Butler,34.0
713,10.3,2.8,6.9,2.8,0.864406779661017,31.7,8.4,0.431,3.1,0.359,2.9,0.684,1.2,1.7,206.0,81.0,Forward,UCLA,35.0
714,13.2,0.4,10.2,1.3,0.9696969696969697,28.6,9.7,0.528,0.0,0.0,5.3,0.559,0.7,1.2,208.0,117.0,Forward,Maryland,36.0
715,15.7,1.4,7.8,2.6,0.9101123595505618,29.5,12.8,0.469,2.5,0.357,3.8,0.729,1.0,1.3,208.0,111.0,Forward,Georgia,37.0
716,10.2,2.4,6.0,1.6,0.5704225352112676,27.9,7.8,0.477,3.2,0.337,2.8,0.611,0.9,0.3,206.0,97.0,Forward,Florida,38.0
717,11.2,1.1,4.5,1.2,0.5528455284552846,22.8,8.7,0.482,2.2,0.368,2.7,0.723,0.4,0.7,208.0,103.0,Forward,Wisconsin,40.0
718,9.9,4.8,2.9,2.3,0.7910447761194029,29.8,8.0,0.469,1.5,0.223,2.9,0.695,0.8,0.1,193.0,86.0,Guard,Michigan,41.0
719,9.7,2.0,3.0,1.7,0.6914893617021277,26.7,7.5,0.441,2.7,0.278,3.2,0.717,0.8,0.2,196.0,81.0,Guard,UCLA,43.0
720,19.6,3.8,4.3,3.0,1.0,35.9,14.5,0.456,3.7,0.382,6.2,0.811,1.7,0.6,190.0,99.0,Guard,Hofstra,44.0
721,4.7,0.4,4.7,0.6,0.425531914893617,15.8,3.6,0.549,0.3,0.31,1.0,0.649,0.5,0.9,208.0,124.0,Forward,Kentucky,45.0
722,18.4,3.0,3.3,2.2,0.8857142857142857,32.8,14.9,0.457,6.8,0.413,2.2,0.838,0.9,0.3,188.0,90.0,Guard,College of Charleston,46.0
723,12.2,2.1,6.1,2.0,0.7555555555555555,26.1,9.6,0.482,0.6,0.333,3.7,0.743,1.1,0.7,193.0,92.0,Guard,Georgia,47.0
724,14.1,0.7,8.2,1.4,0.9333333333333333,26.8,9.1,0.558,0.2,0.379,5.7,0.679,0.5,2.7,211.0,104.0,Center,Oakland,48.0
725,7.9,2.2,2.2,2.0,0.4230769230769231,20.4,7.4,0.373,3.6,0.362,1.4,0.757,0.8,0.0,188.0,83.0,Guard,Kansas,49.0
726,10.5,2.1,8.5,1.4,0.9629629629629629,32.2,8.2,0.534,0.5,0.288,2.4,0.671,0.5,1.6,206.0,102.0,Forward,Temple,50.0
727,10.7,1.9,2.8,1.2,0.7916666666666666,32.6,7.7,0.427,6.3,0.416,1.8,0.821,1.0,0.2,198.0,92.0,Guard,Ohio State,51.0
728,5.8,2.1,3.0,1.5,0.29,21.9,4.8,0.407,1.9,0.332,2.0,0.643,0.9,0.5,198.0,95.0,Guard,Kentucky,53.0
729,15.3,2.9,4.4,2.1,0.9642857142857143,32.3,12.7,0.44,4.6,0.38,3.3,0.729,1.2,0.4,193.0,86.0,Guard,Purdue,55.0
730,16.4,4.0,3.5,2.7,0.9904761904761905,30.4,12.4,0.426,4.8,0.325,6.0,0.713,1.2,0.1,173.0,83.0,Guard,Washington,60.0
731,14.2,1.3,10.4,1.0,1.0,32.0,8.4,0.623,0.5,0.15,5.1,0.709,1.4,4.7,208.0,99.0,Forward,Kentucky,1.0
732,11.9,1.9,7.4,2.2,0.975,31.1,8.2,0.491,1.3,0.255,4.8,0.745,1.0,0.9,201.0,105.0,Forward,Kentucky,2.0
733,14.8,2.2,6.7,2.1,1.0,34.2,10.6,0.445,5.0,0.339,4.7,0.769,1.4,0.8,190.0,93.0,Guard,Florida,3.0
734,9.7,2.0,1.9,1.1,0.0,20.4,7.7,0.453,2.8,0.348,2.3,0.753,1.5,0.2,193.0,97.0,Guard,Syracuse,4.0
735,18.6,3.5,4.3,2.4,0.9423076923076923,32.3,12.6,0.446,6.1,0.39,5.8,0.867,1.2,0.2,188.0,83.0,Guard,Weber State,6.0
736,16.3,1.3,5.5,1.9,0.9733333333333334,29.3,13.6,0.43,4.4,0.349,4.3,0.734,0.9,0.4,203.0,97.0,Forward,UNC,7.0
737,12.3,1.2,4.7,1.4,0.5652173913043478,24.4,10.1,0.453,4.6,0.364,1.8,0.764,0.9,0.7,198.0,88.0,Guard,Washington,8.0
738,10.0,0.4,7.6,1.5,0.8823529411764706,28.4,8.6,0.538,0.1,0.0,2.6,0.295,0.8,2.7,208.0,122.0,Center,UConn,9.0
739,15.5,2.1,3.4,2.3,0.9705882352941176,33.2,11.8,0.433,4.7,0.365,5.4,0.658,1.0,0.0,193.0,90.0,Guard,Duke,10.0
740,7.7,0.7,4.7,1.4,0.46153846153846156,19.8,5.4,0.567,0.2,0.083,2.2,0.729,0.3,1.1,216.0,111.0,Center,Illinois,11.0
741,14.1,1.7,4.7,1.6,0.9866666666666667,32.1,11.0,0.482,4.5,0.348,2.4,0.806,1.0,0.6,196.0,81.0,Guard,UConn,12.0
742,7.2,8.0,2.3,2.6,0.7534246575342466,28.8,5.6,0.446,1.8,0.366,2.2,0.693,1.1,0.1,193.0,88.0,Guard,UNC,13.0
743,10.3,1.0,8.1,1.5,0.7522935779816514,23.8,8.8,0.497,0.2,0.208,3.2,0.484,0.6,2.5,211.0,99.0,Forward,UNC,14.0
744,13.4,5.0,9.3,3.8,0.9705882352941176,31.5,9.6,0.534,0.4,0.333,6.0,0.498,1.2,0.9,203.0,122.0,Forward,Iowa State,16.0
745,12.8,0.6,6.7,1.4,0.6410256410256411,23.0,8.6,0.543,0.0,0.0,4.5,0.775,0.7,1.1,213.0,113.0,Forward,UNC,17.0
746,14.0,1.5,8.0,1.8,0.9078947368421053,30.4,10.8,0.467,1.7,0.328,5.3,0.638,1.2,1.8,206.0,114.0,Forward,Kentucky,18.0
747,17.1,0.7,7.2,2.4,0.959349593495935,29.9,11.4,0.575,0.6,0.377,5.1,0.72,0.5,2.0,206.0,108.0,Forward,St. Bonaventure,19.0
748,17.3,1.2,9.7,1.8,0.972972972972973,31.0,11.5,0.53,0.7,0.365,6.7,0.733,1.1,0.8,206.0,120.0,Forward,Ohio State,21.0
749,4.9,0.5,3.8,1.1,0.8571428571428571,17.3,3.6,0.576,0.0,0.0,1.3,0.553,0.4,1.8,213.0,110.0,Center,Syracuse,22.0
750,16.9,1.1,2.7,1.3,0.7551020408163265,30.6,11.2,0.468,7.1,0.438,3.8,0.856,0.7,0.3,193.0,97.0,Guard,Vanderbilt,23.0
751,13.0,2.0,3.0,2.6,0.8469387755102041,27.9,8.5,0.455,2.5,0.344,5.8,0.754,2.2,0.2,193.0,87.0,Guard,Oregon State,24.0
752,16.0,3.7,5.0,3.8,0.7714285714285715,30.3,12.8,0.443,1.6,0.161,7.5,0.583,1.9,0.4,196.0,92.0,Guard,Washington,25.0
753,4.8,0.3,4.8,1.0,0.42962962962962964,15.8,3.5,0.557,0.0,1.0,1.5,0.625,0.5,0.6,208.0,111.0,Forward,Duke,26.0
754,13.7,1.2,7.4,2.0,0.9841269841269841,32.2,10.5,0.522,0.7,0.279,3.8,0.678,0.7,0.7,211.0,106.0,Forward,Baylor,28.0
755,10.0,4.8,2.5,2.7,1.0,32.6,8.8,0.412,2.0,0.325,3.0,0.714,0.9,0.3,188.0,85.0,Guard,Kentucky,29.0
756,7.7,0.1,4.5,1.6,0.5537190082644629,17.9,4.9,0.562,0.0,0.0,3.9,0.584,0.3,1.7,211.0,115.0,Center,Vanderbilt,30.0
757,14.6,1.8,7.6,1.0,0.7222222222222222,30.2,10.6,0.492,4.1,0.35,4.0,0.683,1.9,0.9,198.0,106.0,Forward,Marquette,34.0
758,10.5,2.9,7.6,1.9,0.45517241379310347,25.0,8.0,0.467,1.7,0.361,3.4,0.687,1.2,0.8,201.0,104.0,Forward,Michigan State,35.0
759,9.8,0.6,6.0,1.5,0.4748201438848921,25.1,6.0,0.602,0.1,0.429,3.6,0.708,0.7,1.3,201.0,106.0,Forward,Baylor,37.0
760,10.6,1.4,4.9,1.8,0.9459459459459459,24.4,8.4,0.447,1.9,0.348,3.1,0.816,0.7,0.6,206.0,95.0,Forward,Baylor,38.0
761,11.3,2.0,4.6,2.0,0.8275862068965517,26.0,9.1,0.431,3.3,0.321,3.1,0.768,1.0,0.2,201.0,98.0,Forward,Texas A&M,39.0
762,15.2,2.9,6.5,2.3,0.8428571428571429,32.9,12.0,0.471,3.6,0.299,3.7,0.733,1.5,0.6,198.0,79.0,Guard,Memphis,40.0
763,10.8,3.9,2.2,2.6,0.863013698630137,27.7,7.9,0.477,2.2,0.37,3.5,0.708,1.2,0.2,190.0,83.0,Guard,Kansas,41.0
764,13.1,1.6,2.3,1.2,0.6282051282051282,29.8,8.9,0.485,3.9,0.475,3.2,0.811,0.5,0.1,193.0,95.0,Guard,Kentucky,42.0
765,11.8,1.0,7.3,1.6,0.8153846153846154,26.6,8.6,0.521,0.3,0.364,3.5,0.775,0.7,0.4,203.0,107.0,Forward,Virginia,43.0
766,11.1,1.4,3.0,1.7,0.75177304964539,24.2,8.7,0.42,4.3,0.394,2.9,0.727,1.1,0.2,198.0,90.0,Guard,Missouri,44.0
767,8.2,1.8,3.2,1.4,0.5394736842105263,24.9,6.5,0.448,3.0,0.379,1.5,0.815,0.8,0.7,203.0,102.0,Guard,Kentucky,46.0
768,12.5,0.9,8.5,2.0,0.7596899224806202,27.5,8.6,0.553,1.6,0.261,3.8,0.685,0.5,2.2,208.0,108.0,Center,Norfolk State,49.0
769,10.5,1.5,4.5,1.6,0.55,26.6,7.8,0.449,2.4,0.331,3.9,0.702,1.3,0.5,201.0,95.0,Forward,Syracuse,51.0
770,15.7,2.5,3.1,2.1,0.8571428571428571,30.8,12.0,0.444,5.2,0.403,4.1,0.722,0.9,0.2,188.0,97.0,Guard,Marquette,55.0
771,14.0,2.1,6.8,1.1,0.9448818897637795,30.2,10.4,0.443,4.4,0.389,3.7,0.841,1.0,0.9,203.0,97.0,Forward,Purdue,58.0
772,12.6,1.7,3.4,1.0,0.5035460992907801,25.5,9.3,0.455,5.0,0.401,2.6,0.799,1.3,0.1,190.0,83.0,Guard,Missouri,59.0
773,9.3,0.7,5.0,1.6,0.8161764705882353,21.7,6.0,0.504,0.0,0.25,4.5,0.735,0.5,1.4,213.0,117.0,Center,Gonzaga,60.0
774,16.1,1.0,8.1,1.9,0.8857142857142857,27.1,10.8,0.533,2.7,0.375,5.1,0.701,0.7,1.2,203.0,108.0,Forward,UNLV,1.0
775,10.7,1.7,5.2,2.0,0.7211538461538461,24.6,7.3,0.538,1.4,0.338,3.5,0.716,1.5,0.5,196.0,97.0,Guard,Indiana,2.0
776,12.8,2.1,7.1,1.3,0.59375,32.5,9.2,0.498,2.4,0.355,3.8,0.751,1.5,0.9,203.0,92.0,Forward,Georgetown,3.0
777,16.1,1.3,7.3,2.0,1.0,29.0,9.4,0.592,0.0,0.0,6.6,0.756,1.2,1.2,213.0,108.0,Forward,Indiana,4.0
778,9.7,0.8,7.0,1.6,0.8,24.5,7.0,0.538,0.2,0.111,3.3,0.663,0.2,2.1,216.0,102.0,Center,Maryland,5.0
779,10.5,1.6,9.5,1.9,1.0,31.9,6.9,0.59,0.0,0.0,4.3,0.529,2.1,4.4,208.0,103.0,Forward,Kentucky,6.0
780,15.9,2.0,5.2,2.1,0.972972972972973,32.2,10.8,0.495,4.7,0.42,3.7,0.87,1.0,0.7,196.0,88.0,Guard,Kansas,7.0
781,15.8,1.5,6.1,1.6,0.9375,33.0,12.7,0.415,6.9,0.339,3.9,0.752,1.9,0.4,196.0,92.0,Guard,Georgia,8.0
782,16.9,5.7,3.3,2.5,0.9726027397260274,35.7,13.3,0.45,5.0,0.367,4.0,0.777,1.3,0.5,183.0,86.0,Guard,Michigan,9.0
783,21.3,2.7,6.3,2.4,0.972972972972973,32.9,15.7,0.439,5.2,0.377,6.7,0.825,2.1,0.5,190.0,81.0,Guard,Lehigh,10.0
784,8.2,5.2,3.6,2.3,0.6060606060606061,25.4,6.8,0.398,2.1,0.307,3.2,0.679,2.0,0.4,198.0,83.0,Guard,Syracuse,11.0
785,7.2,0.6,6.3,1.1,1.0,23.4,5.5,0.571,0.0,0.0,2.2,0.443,0.7,2.0,213.0,113.0,Center,Pitt,12.0
786,8.9,1.1,4.6,1.4,0.3069306930693069,17.2,5.6,0.594,0.7,0.333,2.8,0.709,0.5,0.5,213.0,107.0,Forward,Gonzaga,13.0
787,17.9,0.8,5.2,1.6,0.9375,30.8,14.3,0.443,3.3,0.377,5.6,0.711,0.7,0.1,198.0,102.0,Guard,UCLA,14.0
788,11.2,3.6,3.2,2.1,0.7941176470588235,31.3,8.6,0.438,4.0,0.375,2.7,0.808,1.8,0.1,180.0,79.0,Guard,Miami (FL),18.0
789,9.2,2.0,2.4,1.5,0.7307692307692307,24.8,7.1,0.421,4.2,0.38,1.9,0.821,0.5,0.3,201.0,90.0,Guard,New Mexico,20.0
790,8.3,1.2,7.9,1.6,0.7941176470588235,27.3,6.1,0.545,0.0,0.333,2.7,0.64,1.0,2.6,211.0,111.0,Center,Louisville,21.0
791,9.8,1.5,7.7,2.0,0.7021276595744681,25.9,6.5,0.574,0.1,0.2,4.0,0.583,0.8,1.4,208.0,106.0,Forward,Duke,22.0
792,10.3,2.2,5.6,2.1,0.9280575539568345,29.0,7.3,0.481,2.2,0.375,3.3,0.745,0.9,0.4,201.0,99.0,Forward,Arizona,23.0
793,9.9,1.7,5.0,0.9,0.53,24.6,8.2,0.439,4.9,0.387,1.2,0.72,0.9,0.2,201.0,92.0,Guard,UNC,25.0
794,9.6,1.1,10.0,1.7,0.6190476190476191,28.3,7.1,0.516,1.4,0.35,3.2,0.582,1.6,1.4,201.0,95.0,Forward,Colorado,26.0
